prolificid,age,gender,lifesat_2,po_spectrum_scale_1,po_engaged_1,traits_1,traits_2,traits_3,traits_4,traits_5,traits_6,traits_7,traits_8,traits_9,traits_10,traits_11,traits_12,traits_13,traits_14,traits_15,traits_16,traits_17,traits_18,traits_19,traits_20,imagine_traits_1,imagine_traits_2,imagine_traits_3,imagine_traits_4,imagine_traits_5,imagine_traits_6,imagine_traits_7,imagine_traits_8,imagine_traits_9,imagine_traits_10,imagine_traits_11,imagine_traits_12,imagine_traits_13,imagine_traits_14,imagine_traits_15,imagine_traits_16,imagine_traits_17,imagine_traits_18,imagine_traits_19,imagine_traits_20,change_traits_1,values_1,values_2,values_3,values_4,values_5,values_6,values_7,values_8,values_9,values_10,values_11,values_12,values_13,values_14,values_15,values_16,values_17,values_18,values_19,values_20,values_21,values_22,values_23,values_24,values_25,values_26,values_27,values_28,imagine_values_1,imagine_values_2,imagine_values_3,imagine_values_4,imagine_values_5,imagine_values_6,imagine_values_7,imagine_values_8,imagine_values_9,imagine_values_10,imagine_values_11,imagine_values_12,imagine_values_13,imagine_values_14,imagine_values_15,imagine_values_16,imagine_values_17,imagine_values_18,imagine_values_19,imagine_values_20,imagine_values_21,imagine_values_22,imagine_values_23,imagine_values_24,imagine_values_25,imagine_values_26,imagine_values_27,imagine_values_28,change_values_1,goals_1,goals_2,goals_3,goals_4,goals_5,goal_importance_1,goal_importance_2,goal_importance_3,goal_importance_4,goal_importance_5,goal_length_1,goal_length_2,goal_length_3,goal_length_4,goal_length_5,goal_likelihood_6mo_1,goal_likelihood_6mo_2,goal_likelihood_6mo_3,goal_likelihood_6mo_4,goal_likelihood_6mo_5,goal_likelihood_5yr_1,goal_likelihood_5yr_2,goal_likelihood_5yr_3,goal_likelihood_5yr_4,goal_likelihood_5yr_5,goal_likelihood_ever_1,goal_likelihood_ever_2,goal_likelihood_ever_3,goal_likelihood_ever_4,goal_likelihood_ever_5,past_goals_1,past_goals_2,past_goals_3,past_goals_4,past_goals_5,past_goals_imp_1,past_goals_imp_1_TEXT,past_goals_imp_2,past_goals_imp_3,past_goals_imp_4,past_goals_imp_5,past_goals_reason_1,past_goals_reason_1_TEXT,past_goals_reason_2,past_goals_reason_3,past_goals_reason_4,past_goals_reason_5,change_goals_1,events_unrelated_1,events_unrelated_2,events_unrelated_3,unrelated_valence_1,unrelated_valence_2,unrelated_valence_3,unrelated_importance_1,unrelated_importance_2,unrelated_importance_3,unrelated_mem_1,unrelated_mem_2,unrelated_mem_3,events_related_1,events_related_2,events_related_3,related_valence_1,related_valence_2,related_valence_3,related_importance_1,related_importance_2,related_importance_3,related_mem_1,related_mem_2,related_mem_3,events_unrelated_1.1,events_unrelated_2.1,events_unrelated_3.1,events_related_1.1,events_related_2.1,events_related_3.1,prev_unr_1_valence_p_1,prev_unr_1_valence_c_1,prev_unr_1_imp_p_1,prev_unr_1_imp_c_1,prev_unr_2_valence_p_1,prev_unr_2_valence_c_1,prev_unr_2_imp_p_1,prev_unr_2_imp_c_1,prev_unr_3_valence_p_1,prev_unr_3_valence_c_1,prev_unr_3_imp_p_1,prev_unr_3_imp_c_1,prev_rel_1_valence_p_1,prev_rel_1_valence_c_1,prev_rel_1_imp_p_1,prev_rel_1_imp_c_1,prev_rel_2_valence_p_1,prev_rel_2_valence_c_1,prev_rel_2_imp_p_1,prev_rel_2_imp_c_1,prev_rel_event_3_1,prev_rel_3_valence_p_1,prev_rel_3_valence_c_1,prev_rel_3_imp_p_1
5d506e6d4040a40016bb186a,74,1,5,12,7,4,5,5,6,5,5,5,4,5,6,2,1,5,4,1,4,1,2,1,1,3,4,4,5,5,5,4,3,5,6,1,1,4,3,1,4,1,8,1,1,1,4,4,2,3,3,7,7,4,4,4,6,2,4,7,3,3,0,4,1,4,4,2,4,4,7,4,7,4,3,3,1,1,2,5,7,3,3,3,3,3,3,5,4,2,1,2,2,3,3,3,3,3,7,4,7,5,1,relax more,improve finances,travel,health,family,7,6,4,6,4,2 years,10 years,5 years,5 years,40 years,4,4,2,4,4,5,4,2,4,4,6,5,4,4,4,none,none,none,none,none,3,,3,3,3,3,5,,5,5,5,5,1,cleaned couch,visited dr,raked leaves,20,50,50,5,5,5,2,2,2,Trump whined,Trump whined,Trump whined,0,0,0,1,1,1,6,6,6,fell off ladder,injured foot,visited state park,voted,watched debate,watched town hall,0,9,6,6,10,12,5,5,100,100,5,5,100,100,7,7,50,50,4,4,50,50,4,4
5c817d90fae0130015ce9bda,55,2,2,50,1,6,7,5,7,7,7,7,7,7,7,1,1,1,2,1,1,1,1,1,1,5,6,5,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,7,4,5,1,5,7,6,7,7,4,7,7,7,7,4,7,4,4,7,7,5,7,7,2,7,7,7,2,7,4,4,7,6,6,6,7,7,4,7,7,7,7,4,7,4,4,7,7,6,7,7,4,7,7,7,4,1,Attend Wimbledon ,Attend all U.S. professional tennis tournaments ,Build a house ,Adopt a dog ,Buy a new car ,4,7,7,7,4,5 years ,5 years ,23 years ,Always ,2 years ,1,1,1,4,1,1,4,,1,2,2,7,4,7,4,,,,,,,,,,,,,,,,,,1,Went to a funeral,my son had surgery ,My father had surgery ,0,52,50,7,7,7,7,7,7,Trump won’t concede,Trump won’t allow the President-elect in briefings ,Finally the election is not all-consuming by the media ,0,0,100,7,7,1,7,7,7,My son was told he needs surgery on his hand,My husband possibly got a better position at his job,My father fell and has needed more assistance,"Irritation, DAILY",the endless political mail is making my husband‚Äôs job even more unbearable,The political phone calls are driving me crazy ,100,100,7,7,100,100,7,7,0,0,7,7,0,0,5,2,0,0,5,5,0,0,2,0
5de33dabc22a30362e4450a5,59,2,7,4,1,1,5,4,5,4,6,6,2,5,3,2,4,1,1,1,1,1,1,1,1,1,4,3,4,2,5,5,8,4,8,1,3,1,1,1,1,1,1,1,1,1,0,1,3,1,0,0,7,7,7,7,7,1,7,7,0,0,6,5,6,7,0,6,4,0,0,0,0,0,2,6,2,1,1,1,7,7,7,7,6,5,7,7,1,1,6,6,5,7,1,7,1,1,1,1,1,1,1,To quit smoking.,To work on my procrastination.,To become more organized.,To spend more time with my family.,To start saving money.,6,7,5,6,7,10 years,3 months,3 months,1 month,3 month,4,5,6,5,5,7,7,7,7,6,6,7,7,7,6,"Not really, it's the same.  I do not want to overwhelm myself.",,,,,6,,,,,,5,,,,,,1,Went to the store.,Talked to my mom.,Took a walk.,34,86,85,6,5,2,1,3,2,Biden won,Trump is acting a fool.,"That's it, I don't really pay much attention.",61,0,50,5,1,4,7,7,4,"The virus, can't really go anywhere.",Went to my son's to babysit my grandson.,I went grocery shopping with my mom on Thursday.,I don't have any.  Don't watch the news.,,,5,0,7,7,100,100,6,6,50,50,6,6,50,50,4,4,,,,,,,,
5a21b2e1e473b80001baaa09,66,1,6,85,9,4,6,4,6,6,6,6,5,6,4,2,1,3,3,2,1,1,2,4,3,3,5,4,6,5,5,5,3,6,4,8,1,2,2,1,1,1,1,2,2,1,1,6,1,0,7,1,4,7,0,1,7,0,0,0,6,7,7,3,7,7,7,7,7,7,0,0,7,0,2,5,2,1,7,1,4,1,1,2,1,1,1,1,6,7,7,1,7,7,7,1,1,7,1,1,7,1,1,living long,beating cancer,clearing debt,retiring,touring Italy,7,7,7,7,5,all my life,11 years,10 years,all my adult life,5 years,4,4,1,1,1,4,4,4,4,4,4,4,7,7,4,none,none,none,none,none,3,,3,3,3,3,3,,3,3,3,3,1,only leave home for essentials,wear mask,wash hands often,50,50,50,6,6,6,6,6,6,disappointed,watched fox more often,read results,9,9,9,4,4,4,6,6,6,wife birthday,stayed home,wore mask,watched debate,watched townhall,"discussed with family, friends.",100,100,7,7,75,50,6,6,96,95,7,7,86,86,7,7,95,95,7,7,100,100,7,7
57d0a0bee3221e00015fe385,36,1,7,0,7,4,3,4,6,5,5,5,1,7,7,1,1,1,1,1,3,1,1,1,1,3,3,3,5,5,4,4,1,5,6,1,1,2,1,1,8,1,1,1,1,4,7,7,7,7,2,1,7,6,6,0,0,0,7,7,0,0,4,7,3,2,0,0,0,0,0,5,3,0,6,6,6,6,2,4,7,6,5,1,1,1,6,5,1,1,3,6,3,2,1,1,1,1,5,6,5,1,1,buying christmas presents,not catching/spreading covid during thanksgiving,,,,4,7,,,,1 week,1 week,,,,7,7,,,,7,7,,,,7,7,,,,clear out my netflix queue ,,,,,5,,,,,,3,,,,,,3,went to work,went for a hike,got groceries,0,100,50,7,7,7,1,7,1,biden won,trump lost,that funny business with giuliani at the lawn care place,61,89,50,1,7,1,1,1,1,car broke down,got a covid test,started rewatching twin peaks,watched debate,read news about trump getting covid,voted,0,0,5,2,12,50,5,4,100,100,7,7,23,50,5,0,100,50,7,0,74,50,2,1
5858b2ca83a02d0001e38fd2,42,1,6,47,6,5,5,4,5,6,5,5,6,6,5,2,3,3,4,4,3,3,4,3,5,3,4,3,4,3,4,2,4,4,4,3,8,2,3,4,3,2,2,3,4,3,2,2,2,2,1,2,4,2,1,2,2,2,1,2,5,3,3,2,1,5,3,2,2,3,1,2,3,2,2,2,3,3,2,2,5,2,2,2,2,2,2,2,4,4,2,2,3,5,4,2,2,2,2,2,2,2,3,be more present,save for retirement,be a good father,go on another vacation,give,6,7,7,5,5,2 years,10 years,10 years,1 year,1 year,5,5,6,6,4,6,6,6,6,5,6,6,7,6,6,be more present,stay positive thru COVID,pray my kids stay in school,,,8,,8,9,,,4,,4,4,,,3,coached my daughter's basketball team,redisgned a room,ate better,71,83,80,4,4,5,7,7,5,Trump still hasn't conceded,America has started to move forward,COVID is still going on,30,81,22,3,6,5,3,6,4,covid and shit,kids went back to school,some things started to come back into my life,covid and shit again!,arguments with friends,arguments at work,17,19,6,5,85,88,6,6,86,78,5,6,25,19,6,6,25,30,4,4,22,28,3,2
5dcec32a367c6d000a4282c2,67,1,5,,2,2,6,6,6,5,5,7,3,7,5,2,3,2,3,3,4,2,4,1,1,8,5,5,5,5,3,5,8,5,4,8,2,1,8,8,3,8,8,1,1,1,1,0,0,7,0,7,7,4,1,0,0,2,2,4,0,0,0,0,0,4,0,7,7,0,7,0,7,4,1,7,1,7,1,7,7,1,1,1,1,1,1,1,1,1,4,1,1,4,1,7,7,1,3,7,7,4,1,Smash capitalism,End fascism,Find a place to live,Not get killed on the stock market,Breathe,7,7,5,4,3,40 years,40 years,50 years,30 years,67 years,1,1,4,4,4,3,3,7,4,4,4,4,7,3,1,no,no,no,no,no,3,,3,3,3,3,5,,5,5,5,5,1,Happy hour with friends,restrung some pearls,"Watched ""The Crown""",70,60,50,4,3,2,1,3,1,Trump refused to concede,Bernie continues to be snubbed by both US fascist parties,Biden begins appointing fascists to cabinet posts,0,0,0,2,7,7,7,7,7,Watched tennis tournament,Traded stock in Chinese electric car,Got through the day,Got into argument with democrat,got into argument with republican,Got into argument with christian,70,70,5,1,75,100,3,5,50,50,4,5,30,45,5,4,40,30,1,0,0,0,5,2
5dd435b8370810425c2368cf,49,1,1,0,5,5,6,7,6,4,6,6,4,7,4,6,1,6,1,6,6,6,1,6,4,1,4,5,5,5,5,3,1,5,4,5,1,5,1,4,5,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,,0,0,,0,0,,7,7,7,7,7,7,7,4,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,1,7,1,have a solo show at an art gallery,get my own home,buy a new car,buy a new motorcycle,make movies for a living,7,7,7,2,7,always,5 years,couple of months,3 years,always,1,1,4,2,1,7,4,7,7,1,7,2,7,7,1,,,,,,,,,,,,,,,,,,1,I voted,I helped with chores around the house,nothing else,100,100,50,7,7,1,7,1,1,trump lost the popular vote,republicans of every kind have refused to condem the presidient for his actions,moscow mitch recessed the senate with a new covid rescue bill,100,0,0,7,7,7,7,7,7,none,none,none,still social distancing,going out only when necessary,protesting for BLM,50,50,0,0,50,50,0,0,50,50,0,0,100,100,7,7,100,100,7,7,100,100,7,7
58ac91c38bf22a00015b91b3,53,1,2,9,4,4,5,5,4,4,4,4,2,5,3,2,2,4,1,2,2,2,2,2,2,3,4,4,4,4,3,3,8,4,3,8,1,1,1,8,2,1,1,8,1,2,6,4,0,0,0,7,6,6,6,0,6,6,6,6,0,0,4,4,4,2,0,0,0,4,6,2,7,0,6,5,1,1,2,7,7,6,6,6,6,6,6,6,2,3,4,5,5,3,4,1,1,4,7,4,7,3,1,Setup an aquarium,Exercise more,Get a tattoo ,Learn a computer language,Visit Australia,5,6,5,4,4,3 months,2 months,2 years,4 years ,20 years,7,5,4,2,1,7,7,7,4,2,7,7,6,4,2,organize the closet,,,,,5,,,,,,3,,,,,,1,Cleaned the gutters,Caught all the goldfish in the pond,Finished reading a book,39,92,92,5,5,2,6,7,2,Watched Team Trump give press conference outside landscaping company,Biden was announce winner of election,Biden won Georgia,0,100,100,1,6,5,2,7,4,My betta fish died,I finished playing Titan Quest,I bought a new phone,I voted by mail,I watched a presidential debate,I signed a petition,72,40,4,2,91,86,5,1,83,81,4,3,100,100,7,7,40,50,2,1,78,80,5,4
55d7e6f669dbc30012b6826e,64,2,7,91,6,2,5,4,6,5,5,5,3,6,4,2,3,5,3,3,4,3,4,3,4,2,3,2,5,4,5,4,2,4,3,8,2,2,8,2,8,8,2,8,2,1,4,4,5,4,3,3,4,5,6,3,6,5,5,5,4,4,1,4,4,6,6,4,4,3,6,2,5,3,2,2,3,3,1,2,3,4,4,3,5,2,5,4,2,3,2,2,4,4,2,2,2,2,6,3,2,2,1,get teeth fixed,pay off house,move,loose weight,find love,5,4,5,6,5,1 yr,20 yr,3 yr,10 yr,10 yr,4,3,5,5,3,5,5,5,5,3,5,6,6,5,4,,,,,,,,,,,,,,,,,,1,Sold a car,got a flu shot,cleaned up the garden,73,63,64,6,7,5,6,6,5,trump refuses to concede,Biden had press conference,trump was golfing,8,69,6,7,5,3,7,4,3,husband died,mother got sicker,car broke,voted by mail,decided to vote for Biden,dislike trump more,17,19,6,7,23,28,5,5,32,37,5,5,93,89,6,6,91,96,7,7,32,34,4,4
